category,date,sales,oos_loss_share,avg_discount_pct,base_price,final_price,temperature,precipitation,holiday_flag,days_to_holiday,days_from_holiday,holiday_name,promo_intensity,promo_flag
Bakery,2022-01-22,12589.24,0.0,0.0775334477399658,5.998720836206158,5.336142475637926,33.4,0.0,0,-128,21,Memorial_Day,0.33593370211386864,1
Bakery,2022-01-23,11509.59,0.047695316688083585,0.13159069958182698,5.168506610574312,4.805316279728469,33.7,0.0,0,-127,22,Memorial_Day,0.26318139916365396,1
Bakery,2022-01-24,8304.52,0.023542694821615216,0.10334432333235394,5.456179092831374,4.997330297235722,41.8,0.0,0,-126,23,Memorial_Day,0.20668864666470788,1
Bakery,2022-01-25,8471.81,0.0,0.10756518801094901,5.336014818557073,4.970138164099525,40.3,0.0,0,-125,24,Memorial_Day,0.28642639530395514,1
Bakery,2022-01-26,7881.62,0.0,0.037657626149853025,5.449714056247319,5.3209249748148215,34.4,0.0,0,-124,25,Memorial_Day,0.14975474585174114,0
Bakery,2022-01-27,8345.43,0.0,0.021667342622158536,5.606924124940236,5.538455322254215,25.3,0.0,0,-123,26,Memorial_Day,0.1037406101303348,0
Bakery,2022-01-28,11306.01,0.013099330356155712,0.1175013889731625,5.693050952546478,5.066063182325154,27.7,0.0,0,-122,27,Memorial_Day,0.4025947261677638,1
Bakery,2022-01-29,12916.53,0.0,0.05569351012699621,5.4292109722967385,5.203301289123316,41.6,0.0,0,-121,28,Memorial_Day,0.3804791224887799,1
Bakery,2022-01-30,13653.98,0.0,0.17579080696694063,5.918610807984192,4.796233881988988,33.6,0.0,0,-120,29,Memorial_Day,0.45208942740504965,1
Bakery,2022-01-31,8166.25,0.0,0.04025182175342898,5.675087488137149,5.409425464564518,40.5,0.0,0,-119,30,Memorial_Day,0.13485381907240165,0
Bakery,2022-02-01,8220.44,0.0,0.0392409714779174,5.713812715621062,5.439910734705198,43.2,0.0,0,-118,31,Memorial_Day,0.1755781928947842,0
Bakery,2022-02-02,8864.27,0.058536075728740214,0.16399489185234656,5.355708704721314,4.709982435101819,32.9,0.0,0,-117,32,Memorial_Day,0.3279897837046931,1
Bakery,2022-02-03,7786.74,0.031238401436287845,0.016235519890467478,5.313738689104811,5.262434446250935,42.8,0.17,0,-116,33,Memorial_Day,0.09161471938192363,0
Bakery,2022-02-04,11381.11,0.0,0.07191701474701559,5.841634181551712,5.316850078770875,39.3,0.35,0,-115,34,Memorial_Day,0.36250594186331553,1
Bakery,2022-02-05,15845.43,0.0,0.20469992884171118,5.614827600134549,4.432163759519305,50.4,0.0,0,-114,35,Memorial_Day,0.6446944008461746,1
Bakery,2022-02-06,14318.76,0.0,0.1970069980553665,5.139974103902853,4.389695301827813,39.6,0.0,0,-113,36,Memorial_Day,0.5137120812137363,1
Bakery,2022-02-07,7681.530000000001,0.0,0.0,5.6041210019358125,5.6041210019358125,43.4,0.0,0,-112,37,Memorial_Day,0.0,0
Bakery,2022-02-08,7750.4,0.01867523224607762,0.05845010527281595,5.523944235136251,5.324044875103221,29.1,0.0,0,-111,38,Memorial_Day,0.15991948802642444,0
Bakery,2022-02-09,7833.51,0.05766285866744283,0.02851303370653605,5.749141291707039,5.550120316435417,45.4,0.0,0,-110,39,Memorial_Day,0.12757754825103945,0
Bakery,2022-02-10,8539.47,0.0,0.03460648381024,5.716591380963924,5.488188587816339,34.2,0.0,0,-109,40,Memorial_Day,0.11477527293848448,0
Bakery,2022-02-11,10479.78,0.04149774804432917,0.07986611698366168,5.612599882821967,5.371851136187973,36.2,0.07,0,-108,41,Memorial_Day,0.1965938216260265,0
Bakery,2022-02-12,11061.95,0.046971158792075536,0.02766259178600584,5.376084614376308,5.253262706846442,38.7,0.0,0,-107,42,Memorial_Day,0.14978281406081206,0
Bakery,2022-02-13,14293.59,0.015171336941943905,0.22864102972948103,5.898004658032026,4.429202789502147,34.0,0.0,0,-106,43,Memorial_Day,0.5025896223412033,1
Bakery,2022-02-14,8549.65,0.0,0.028810414925051216,5.545101963238262,5.417183720971034,59.8,0.0,0,-105,44,Memorial_Day,0.1405694969969531,0
Bakery,2022-02-15,8897.82,0.014819227631037712,0.11657855519666616,5.29340809321834,4.8947094344457405,36.8,0.0,0,-104,45,Memorial_Day,0.2331571103933323,1
Bakery,2022-02-16,7320.64,0.0,0.0,5.519552129322026,5.519552129322026,39.7,0.0,0,-103,46,Memorial_Day,0.0,0
Bakery,2022-02-17,9489.31,0.0,0.09348542465439962,5.62317548905031,5.026631156532982,42.8,0.0,0,-102,47,Memorial_Day,0.3014328755199272,1
Bakery,2022-02-18,9538.08,0.0,0.0,5.584774053058896,5.584774053058896,47.0,0.0,0,-101,48,Memorial_Day,0.0,0
Bakery,2022-02-19,13660.09,0.0,0.0850296772186904,5.291815200339091,5.057133291215505,49.3,0.0,0,-100,49,Memorial_Day,0.23947133584039343,1
Bakery,2022-02-20,12116.01,0.0,0.038458235042754224,5.8437968357569865,5.627584138672715,46.4,0.0,0,-99,50,Memorial_Day,0.21221837882273123,1
Bakery,2022-02-21,8158.4,0.0,0.0,5.607001127672093,5.607001127672093,37.4,0.0,0,-98,51,Memorial_Day,0.0,0
Bakery,2022-02-22,7250.08,0.019068562002074456,0.0,5.708167206430827,5.708167206430827,41.9,0.0,0,-97,52,Memorial_Day,0.0,0
Bakery,2022-02-23,8653.11,0.010550712980650889,0.07415346757285853,5.633106617158456,5.238042969521942,44.1,0.0,0,-96,53,Memorial_Day,0.34337018713503004,1
Bakery,2022-02-24,8410.1,0.0015891808658636637,0.0,5.703142102947647,5.703142102947647,47.4,0.0,0,-95,54,Memorial_Day,0.0,0
Bakery,2022-02-25,11882.81,0.0,0.09106427046423073,6.069333162778838,5.355904234772752,41.0,0.0,0,-94,55,Memorial_Day,0.324892849418614,1
Bakery,2022-02-26,15678.17,0.02225266979500796,0.22199599966031017,5.285243449968971,4.329582597969023,37.9,0.0,0,-93,56,Memorial_Day,0.6061166577476835,1
Bakery,2022-02-27,12317.47,0.026660286568589167,0.11479767995882123,5.3834912689050585,4.819063005633462,45.1,0.0,0,-92,57,Memorial_Day,0.3298907973796567,1
Bakery,2022-02-28,10985.86,0.0,0.19732616939153694,5.854304205587911,4.510343104681836,49.2,0.4600000000000001,0,-91,58,Memorial_Day,0.47938076764131343,1
Bakery,2022-03-01,7601.06,0.0,0.0,5.561225342254895,5.561225342254895,44.9,0.0,0,-90,59,Memorial_Day,0.0,0
Bakery,2022-03-02,8508.09,0.008194553654227919,0.028887493115887092,5.639193320710054,5.559463839710205,41.3,0.0,0,-89,60,Memorial_Day,0.1661030854163508,0
Bakery,2022-03-03,8447.69,0.016027527051773915,0.0394987537744315,5.549002709616475,5.288310934705226,61.6,0.0,0,-88,61,Memorial_Day,0.1323308502087553,0
Bakery,2022-03-04,10295.460000000001,0.0,0.0,5.658135314012195,5.658135314012195,31.9,0.0,0,-87,62,Memorial_Day,0.0,0
Bakery,2022-03-05,12154.64,0.03642872680721107,0.0,5.654192242633266,5.654192242633266,51.9,0.33,0,-86,63,Memorial_Day,0.0,0
Bakery,2022-03-06,13801.31,0.02466482167272527,0.2043837142995846,5.22971467201302,4.451991934099009,39.7,0.0,0,-85,64,Memorial_Day,0.4775742302723437,1
Bakery,2022-03-07,8880.0,0.0,0.027198445155681986,5.55021528153153,5.457196599099098,48.9,0.27,0,-84,65,Memorial_Day,0.15765878378378378,0
Bakery,2022-03-08,7626.26,0.01698787085675023,0.0,5.6827948299690805,5.6827948299690805,45.3,0.0,0,-83,66,Memorial_Day,0.0,0
Bakery,2022-03-09,8659.49,0.02370957181081103,0.0844859223811102,5.378424653183965,5.111449138459656,38.6,0.0,0,-82,67,Memorial_Day,0.1689718447622204,0
Bakery,2022-03-10,9362.59,0.0278590165755416,0.10176177764606746,5.888219947685416,5.189362110270769,36.2,0.62,0,-81,68,Memorial_Day,0.3250959403327498,1
Bakery,2022-03-11,11102.09,0.0,0.032931675255308795,5.613802500249953,5.5202765425248765,21.6,0.0,0,-80,69,Memorial_Day,0.12989716350705138,0
Bakery,2022-03-12,13947.970000000001,0.05876324655129025,0.10220914566859648,5.94152841596304,5.08675891187033,47.7,0.0,0,-79,70,Memorial_Day,0.37862929157432945,1
Bakery,2022-03-13,13516.26,0.0,0.10857653199654613,5.557030398941721,4.8843598081126,37.4,0.07,0,-78,71,Memorial_Day,0.3045228487762147,1
Bakery,2022-03-14,9290.39,0.0,0.08335387427223184,5.78331546899538,5.23317989879865,36.8,0.33,0,-77,72,Memorial_Day,0.16670774854446369,0
Bakery,2022-03-15,10448.4,0.0,0.1324644260725066,5.915239385934688,5.049069819302478,57.7,0.0,0,-76,73,Memorial_Day,0.4456730217066728,1
Bakery,2022-03-16,9419.380000000001,0.0,0.10955280130254479,5.434331760689132,4.992278621310532,52.8,0.0,0,-75,74,Memorial_Day,0.38924748762657413,1
Bakery,2022-03-17,9233.25,0.0,0.0,5.769344542820784,5.769344542820784,42.1,0.0,0,-74,75,Memorial_Day,0.0,0
Bakery,2022-03-18,10100.33,0.03979923923277754,0.0,5.6465335687051805,5.6465335687051805,44.5,0.0,0,-73,76,Memorial_Day,0.0,0
Bakery,2022-03-19,11737.49,0.028232202966733087,0.0,5.524844323616037,5.524844323616037,54.7,0.2,0,-72,77,Memorial_Day,0.0,0
Bakery,2022-03-20,13960.16,0.007501346689436225,0.09328581053951937,5.890551598262483,5.2077723894282,55.7,0.0,0,-71,78,Memorial_Day,0.40391370872540144,1
Bakery,2022-03-21,8955.53,0.005344973440991208,0.027019791576160673,5.641735184852265,5.521767310254111,50.9,0.0,0,-70,79,Memorial_Day,0.14810848715821398,0
Bakery,2022-03-22,8487.8,0.0,0.025219712857027583,5.655260503310634,5.488810398454253,55.3,0.0,0,-69,80,Memorial_Day,0.12238978298263391,0
Bakery,2022-03-23,9005.529999999999,0.0,0.023519124704330725,5.563955991485231,5.497161677324931,56.7,0.45,0,-68,81,Memorial_Day,0.12602700784962131,0
Bakery,2022-03-24,9313.51,0.0,0.0,5.589854705690978,5.589854705690978,55.2,0.0,0,-67,82,Memorial_Day,0.0,0
Bakery,2022-03-25,11121.66,0.0072754633750717074,0.02091220835776211,5.759352722525235,5.559641132708607,48.4,0.0,0,-66,83,Memorial_Day,0.151296658951991,0
Bakery,2022-03-26,17395.49,0.016114037029138013,0.24040110396430345,5.076538539586986,4.063880419580018,49.9,0.0,0,-65,84,Memorial_Day,0.4808022079286068,1
Bakery,2022-03-27,12433.86,0.0,0.029254441551588226,5.664428238696591,5.5345385182075395,54.8,0.0,0,-64,85,Memorial_Day,0.15649363914343573,0
Bakery,2022-03-28,7983.33,0.035286785088428016,0.0,5.37853464656979,5.37853464656979,63.4,0.0,0,-63,86,Memorial_Day,0.0,0
Bakery,2022-03-29,7787.19,0.021906310235142584,0.03181445860677967,5.507021711297657,5.39821626286247,49.7,0.68,0,-62,87,Memorial_Day,0.16239619169430822,0
Bakery,2022-03-30,9651.64,0.0338419957644504,0.06949469580363933,5.4726684273346295,5.226377050946782,65.6,0.4600000000000001,0,-61,88,Memorial_Day,0.34545009967218004,1
Bakery,2022-03-31,9819.23,0.0,0.062005344292994986,5.302063155664955,5.090004878182912,65.7,0.0,0,-60,89,Memorial_Day,0.19104349322706568,0
Bakery,2022-04-01,12057.37,0.0,0.08541245512918837,6.110672343968876,5.383026016453007,58.8,0.53,0,-59,90,Memorial_Day,0.36921899220145016,1
Bakery,2022-04-02,13027.24,0.07602125929974422,0.07849578780974963,5.476332592321936,5.077841883622317,68.7,0.0,0,-58,91,Memorial_Day,0.38879916237054046,1
Bakery,2022-04-03,12446.75,0.020666737100046198,0.032704286457492016,5.555938208769358,5.463058035230081,40.2,0.28,0,-57,92,Memorial_Day,0.11466688091268805,0
Bakery,2022-04-04,9424.67,0.0,0.028200579651573295,5.438723573345271,5.302232767831657,53.5,0.0,0,-56,93,Memorial_Day,0.14835957121045087,0
Bakery,2022-04-05,9488.75,0.040535202213147145,0.0659836600850779,5.61725114477671,5.250655565801607,46.8,0.4600000000000001,0,-55,94,Memorial_Day,0.2947142668950073,1
Bakery,2022-04-06,9071.5,0.010795019566775064,0.01193267626382326,5.79588251116133,5.717126847820096,59.2,0.09,0,-54,95,Memorial_Day,0.09844457917654191,0
Bakery,2022-04-07,8947.13,0.009159871377749065,0.0,5.574135080187724,5.574135080187724,62.9,0.0,0,-53,96,Memorial_Day,0.0,0
Bakery,2022-04-08,10600.92,0.022310339102643923,0.0,5.471041569976945,5.471041569976945,63.4,0.0,0,-52,97,Memorial_Day,0.0,0
Bakery,2022-04-09,16011.48,0.0,0.11691178443900231,5.936161485384237,5.016823953813138,53.9,0.37,0,-51,98,Memorial_Day,0.43647807697976704,1
Bakery,2022-04-10,14341.57,0.0,0.10465098269850469,5.45584936656168,4.912005366218621,59.7,0.0,0,-50,99,Memorial_Day,0.263429317710683,1
Bakery,2022-04-11,10012.66,0.0,0.034289463464755074,5.749812627213948,5.5104721722299566,68.4,0.0,0,-49,100,Memorial_Day,0.16854961618590866,0
Bakery,2022-04-12,9806.75,0.01469708517092819,0.12223874975449867,5.296021403625055,4.888275259387667,50.4,0.23000000000000004,0,-48,101,Memorial_Day,0.3236638029928366,1
Bakery,2022-04-13,9248.9,0.0,0.07055595800581692,5.727687260106608,5.262017937268216,56.0,0.0,0,-47,102,Memorial_Day,0.14111191601163384,0
Bakery,2022-04-14,8901.720000000001,0.0,0.0,5.6562282682447895,5.6562282682447895,37.6,0.18,0,-46,103,Memorial_Day,0.0,0
Bakery,2022-04-15,14091.59,0.020189914693799632,0.2121062988633646,5.910105105243624,4.694007525055725,67.6,0.0,0,-45,104,Memorial_Day,0.4242125977267292,1
Bakery,2022-04-16,18195.19,0.0,0.23024956635956223,6.162241927674292,4.353581682851346,73.0,0.0,0,-44,105,Memorial_Day,0.5047004180775249,1
Bakery,2022-04-17,16458.98,0.04992748578587495,0.21439988172076638,6.017841324310499,4.647284764912528,54.9,0.0,0,-43,106,Memorial_Day,0.6238509312241707,1
Bakery,2022-04-18,10538.86,0.0,0.07276819689620578,5.656142599863741,5.148220585528224,58.7,0.0,0,-42,107,Memorial_Day,0.2098851298907092,1
Bakery,2022-04-19,8462.78,0.023422799600131397,0.0,5.626121487265414,5.626121487265414,61.3,0.37,0,-41,108,Memorial_Day,0.0,0
Bakery,2022-04-20,10736.15,0.0,0.1296023555476492,5.668394359244235,4.975731803300066,60.7,0.04,0,-40,109,Memorial_Day,0.356074570493147,1
Bakery,2022-04-21,9950.47,0.0,0.0,5.704015549014268,5.704015549014268,60.9,0.0,0,-39,110,Memorial_Day,0.0,0
Bakery,2022-04-22,11288.55,0.015664700072197047,0.0,5.6362652865071246,5.6362652865071246,49.4,0.0,0,-38,111,Memorial_Day,0.0,0
Bakery,2022-04-23,13451.9,0.0,0.02821522828146001,5.791001650324489,5.521546220236546,63.5,0.0,0,-37,112,Memorial_Day,0.15397453147882456,0
Bakery,2022-04-24,16228.2,0.0,0.14979727412571586,5.4009043824946685,4.717055267990288,60.3,0.0,0,-36,113,Memorial_Day,0.34675872863287366,1
Bakery,2022-04-25,9875.09,0.0,0.022689370675587642,5.550403621637879,5.485965808919211,78.2,0.35,0,-35,114,Memorial_Day,0.12391887061282479,0
Bakery,2022-04-26,9484.03,0.05315954082810789,0.12041167932383089,5.601769964877799,4.685753651137755,62.9,0.0,0,-34,115,Memorial_Day,0.26796836365975224,1
Bakery,2022-04-27,10259.25,0.0,0.10142363652683917,5.556240699856228,5.074424836123499,62.8,0.0,0,-33,116,Memorial_Day,0.2662563052854741,1
Bakery,2022-04-28,11656.77,0.03736605509073268,0.16607288368707315,6.17062199906149,4.783232928161059,77.8,0.0,0,-32,117,Memorial_Day,0.33235278726439654,1
Bakery,2022-04-29,12699.48,0.0,0.05485584707316069,5.7670813765602995,5.420623096378749,86.9,0.0,0,-31,118,Memorial_Day,0.3015147076888188,1
Bakery,2022-04-30,15355.060000000001,0.01921715447546281,0.04562558758539076,5.71030873861776,5.433033169521969,67.4,0.0,0,-30,119,Memorial_Day,0.3050414651587164,1
Bakery,2022-05-01,16556.74,0.0,0.14406642577016165,6.073303192536696,4.922827428587995,73.0,0.31,0,-29,120,Memorial_Day,0.47411446939433727,1
Bakery,2022-05-02,10002.73,0.0,0.0,5.800347205212977,5.800347205212977,64.5,0.0,0,-28,121,Memorial_Day,0.0,0
Bakery,2022-05-03,8547.29,0.02016093756032614,0.0,5.753702249484926,5.753702249484926,72.0,0.45,0,-27,122,Memorial_Day,0.0,0
Bakery,2022-05-04,8893.39,0.0,0.0,5.755755038292484,5.755755038292484,68.7,0.0,0,-26,123,Memorial_Day,0.0,0
Bakery,2022-05-05,9802.02,0.0,0.06488381328849421,5.778031834254572,5.325142817500883,76.7,0.71,0,-25,124,Memorial_Day,0.19521078308348686,0
Bakery,2022-05-06,11230.81,0.03179290006686962,0.0,5.5734394135418555,5.5734394135418555,88.5,0.0,0,-24,125,Memorial_Day,0.0,0
Bakery,2022-05-07,16936.2,0.014132719264061594,0.11234567667796969,5.2811414071633545,4.888275970997036,73.3,0.13,0,-23,126,Memorial_Day,0.381346464968529,1
Bakery,2022-05-08,16510.15,0.018449663994573033,0.11522290696628383,5.80620839907572,5.108358440111083,71.9,0.0,0,-22,127,Memorial_Day,0.5666823136070841,1
Bakery,2022-05-09,8764.06,0.026889712074084388,0.02380124916506456,5.745839063173918,5.588750818684491,84.4,0.58,0,-21,128,Memorial_Day,0.12369153109403633,0
Bakery,2022-05-10,10920.45,0.03219449381664675,0.13034826176722442,5.3768580965070125,4.834330517515305,72.4,0.0,0,-20,129,Memorial_Day,0.38015741109569656,1
Bakery,2022-05-11,9325.83,0.06572723500213923,0.019596793383148056,5.739975187195134,5.645126707220697,89.2,0.0,0,-19,130,Memorial_Day,0.09120046151388134,0
Bakery,2022-05-12,9829.95,0.0,0.09711036170072077,5.39758523695441,5.065467799937945,88.8,0.74,0,-18,131,Memorial_Day,0.1942207234014415,0
Bakery,2022-05-13,12437.9,0.01706735059776972,0.03994031502610892,5.6423289944444,5.515028453356274,81.3,0.42000000000000004,0,-17,132,Memorial_Day,0.22612177296810557,1
Bakery,2022-05-14,17866.77,0.01313962848349198,0.142605116690702,6.143176690582573,4.891473657521757,81.9,0.0,0,-16,133,Memorial_Day,0.34231201274768747,1
Bakery,2022-05-15,13852.55,0.0,0.0,5.369584026045747,5.369584026045747,78.2,0.0,0,-15,134,Memorial_Day,0.0,0
Bakery,2022-05-16,10032.68,0.020601893013631453,0.0,5.440349348329658,5.440349348329658,61.2,0.0,0,-14,135,Memorial_Day,0.0,0
Bakery,2022-05-17,9546.91,0.007164773733071746,0.0,5.588617322254006,5.588617322254006,62.3,0.0,0,-13,136,Memorial_Day,0.0,0
Bakery,2022-05-18,9207.76,0.0,0.0,5.682180790984996,5.682180790984996,85.4,0.59,0,-12,137,Memorial_Day,0.0,0
Bakery,2022-05-19,12366.289999999999,0.0,0.08809566050465498,5.564415641231122,5.094599374590116,71.7,0.0,0,-11,138,Memorial_Day,0.40402254839567897,1
Bakery,2022-05-20,12218.83,0.0,0.0,5.712362525708271,5.712362525708271,71.2,0.0,0,-10,139,Memorial_Day,0.0,0
Bakery,2022-05-21,14817.130000000001,0.009563694183691443,0.0,5.682028793700264,5.682028793700264,88.5,0.0,0,-9,140,Memorial_Day,0.0,0
Bakery,2022-05-22,14048.630000000001,0.016001669913721126,0.03453201162999199,5.863128611117241,5.635217334359294,74.6,0.0,0,-8,141,Memorial_Day,0.13729594985418506,0
Bakery,2022-05-23,19865.34,0.0,0.1660885720610007,4.916027931059825,4.4258660712577775,72.6,0.26,1,-7,142,Memorial_Day,0.48429324642820104,1
Bakery,2022-05-24,20058.85,0.06714702836902414,0.3282927485872819,5.518368181625567,3.878130137071667,81.7,0.0,1,-6,143,Memorial_Day,0.6565854971745638,1
Bakery,2022-05-25,15873.03,0.0,0.0984745823576217,5.458150876045721,5.09229671965592,84.1,0.28,1,-5,144,Memorial_Day,0.2561640720139759,1
Bakery,2022-05-26,16767.65,0.0,0.11837559737648076,5.910137663894462,4.989721111783703,75.3,0.0,1,-4,145,Memorial_Day,0.35454759611513836,1
Bakery,2022-05-27,23938.36,0.0,0.21560466691027005,5.712561829632439,4.353773044602888,78.8,0.0,1,-3,146,Memorial_Day,0.6512580644622271,1
Bakery,2022-05-28,25233.86,0.0,0.1674984714728775,5.945147452668754,4.668466615888335,69.5,0.0,1,-2,147,Memorial_Day,0.493417178346872,1
Bakery,2022-05-29,18200.07,0.05602173178454808,0.03501003462708062,5.107721085688133,4.975476627287697,82.7,0.0,1,-1,148,Memorial_Day,0.24567982430836802,1
Bakery,2022-05-30,15090.5,0.0,0.0,5.587781246479574,5.587781246479574,79.7,0.0,1,0,0,Memorial_Day,0.0,0
Bakery,2022-05-31,7330.7300000000005,0.0,0.03503276744776046,5.830252512369164,5.585723795583796,86.6,0.0,1,-34,1,July_4th,0.17466336913240563,0
Bakery,2022-06-01,8193.710000000001,0.0,0.0743510089386517,5.9414206019007265,5.364657267586966,89.4,0.0,1,-33,2,July_4th,0.46991045570321627,1
Bakery,2022-06-02,9254.12,0.0,0.12883411195309127,5.748307640272657,4.997876048722082,96.8,0.0,1,-32,3,July_4th,0.5062772040993633,1
Bakery,2022-06-03,9209.26,0.0,0.0,5.689217363827279,5.689217363827279,74.1,0.0,1,-31,4,July_4th,0.0,0
Bakery,2022-06-04,10753.31,0.0,0.01898378759736267,5.756350751536038,5.6238439141064465,73.9,0.0,1,-30,5,July_4th,0.1456119092632873,0
Bakery,2022-06-05,11298.960000000001,0.0,0.08588234653091267,5.857507673272584,5.366766799776263,70.3,0.0,1,-29,6,July_4th,0.30368193178841235,1
Bakery,2022-06-06,7466.110000000001,0.0,0.015177593505135607,5.541699385623839,5.468239833058983,79.3,0.0,1,-28,7,July_4th,0.1204254960079613,0
Bakery,2022-06-07,12245.23,0.0,0.13621411183415674,5.202302129073934,4.810075539618285,82.3,0.0,0,-27,8,July_4th,0.3435901163146793,1
Bakery,2022-06-08,10194.16,0.018686236041027413,0.014232764747765499,5.720508251783373,5.657314776303295,89.2,0.0,0,-26,9,July_4th,0.11923297260392225,0
Bakery,2022-06-09,9958.27,0.015156747105671968,0.0,5.459825692615283,5.459825692615283,74.4,0.0,0,-25,10,July_4th,0.0,0
Bakery,2022-06-10,14572.23,0.0,0.06798782367947453,5.612084053024143,5.261875141965231,84.8,0.0,0,-24,11,July_4th,0.2411950676046151,1
Bakery,2022-06-11,15409.44,0.02128103227631893,0.05830593260957204,5.250020688616848,5.022237044305309,91.5,0.0,0,-23,12,July_4th,0.2928561972401333,1
Bakery,2022-06-12,15673.56,0.0071169408864355,0.12876879150281337,5.4134356585230154,4.8236531330469905,75.0,0.56,0,-22,13,July_4th,0.31921209986754767,1
Bakery,2022-06-13,9986.64,0.012843551985452567,0.013207304049118714,5.881334292614935,5.8174109410172,91.1,0.45,0,-21,14,July_4th,0.11622427563224469,0
Bakery,2022-06-14,10078.62,0.01425911880793204,0.0,5.596843962764744,5.596843962764744,82.4,0.05,0,-20,15,July_4th,0.0,0
Bakery,2022-06-15,12517.61,0.0,0.1382046246546295,6.324268810100331,5.004414644648619,90.3,0.49000000000000005,0,-19,16,July_4th,0.27669898646786406,1
Bakery,2022-06-16,11422.04,0.01912539616390767,0.036012038616459005,5.7389977884861185,5.487633758943235,74.4,0.23000000000000004,0,-18,17,July_4th,0.18214784749484328,0
Bakery,2022-06-17,13470.83,0.018749478688395594,0.0415203883923449,5.543576424021385,5.401576695719567,77.4,0.0,0,-17,18,July_4th,0.13786381388526173,0
Bakery,2022-06-18,16326.99,0.021166460566215815,0.09523839954833938,5.741325088090334,5.122419074183299,69.4,0.0,0,-16,19,July_4th,0.3416116504021868,1
Bakery,2022-06-19,15679.77,0.026700525581689016,0.05232015907159738,5.718473855164967,5.388676849213987,90.4,0.34,0,-15,20,July_4th,0.18841220247490875,0
Bakery,2022-06-20,9415.07,0.005331965667807038,0.0,5.6502995410549275,5.6502995410549275,76.4,0.0,0,-14,21,July_4th,0.0,0
Bakery,2022-06-21,11231.43,0.017145371515470423,0.05357972763746271,5.69073197268736,5.341120872408945,83.4,0.0,0,-13,22,July_4th,0.30394526787773235,1
