date,sku_id,category,sales,oos_loss_share,promo_flag,promo_type,base_price,final_price,temperature,precipitation,holiday_flag,days_to_holiday,days_from_holiday,holiday_name
2022-01-01,Bakery_SKU_004,Bakery,2940.21,0.0,1,Discount,4.84,3.5,23.4,0.0,1,0,0,New_Year
2022-01-01,Bakery_SKU_005,Bakery,1166.58,0.0,0,None,6.6,6.6,23.4,0.0,1,0,0,New_Year
2022-01-01,Bakery_SKU_006,Bakery,2014.47,0.0,0,None,9.77,9.77,23.4,0.0,1,0,0,New_Year
2022-01-01,Bakery_SKU_007,Bakery,4507.23,0.0,1,Discount,9.55,5.95,23.4,0.0,1,0,0,New_Year
2022-01-01,Bakery_SKU_008,Bakery,2114.31,0.0,0,None,6.98,6.98,23.4,0.0,1,0,0,New_Year
2022-01-01,Bakery_SKU_009,Bakery,3094.56,0.0,1,Discount,3.16,1.99,23.4,0.0,1,0,0,New_Year
2022-01-01,Bakery_SKU_010,Bakery,1552.63,0.0,0,None,2.84,2.84,23.4,0.0,1,0,0,New_Year
2022-01-02,Beverages_SKU_001,Beverages,729.55,0.0,0,None,4.25,4.25,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Beverages_SKU_002,Beverages,666.27,0.0,0,None,6.39,6.39,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Beverages_SKU_003,Beverages,790.74,0.0,1,Discount,2.94,2.06,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Beverages_SKU_004,Beverages,659.76,0.0,0,None,2.35,2.35,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Beverages_SKU_005,Beverages,640.07,0.0,0,None,5.61,5.61,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Beverages_SKU_006,Beverages,700.66,0.0,0,None,2.12,2.12,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Beverages_SKU_007,Beverages,462.74,0.0,0,None,6.99,6.99,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Beverages_SKU_008,Beverages,503.12,0.0,0,None,3.09,3.09,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Beverages_SKU_009,Beverages,678.3,0.0,0,None,3.83,3.83,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Beverages_SKU_010,Beverages,523.35,0.0,0,None,4.59,4.59,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Frozen_Foods_SKU_001,Frozen_Foods,374.04,0.0,0,None,8.51,8.51,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Frozen_Foods_SKU_002,Frozen_Foods,914.72,0.0,1,Discount,5.63,3.97,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Frozen_Foods_SKU_003,Frozen_Foods,505.21,0.324,0,None,7.1,7.1,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Frozen_Foods_SKU_004,Frozen_Foods,621.74,0.0,0,None,4.8,4.8,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Frozen_Foods_SKU_005,Frozen_Foods,370.51,0.0,0,None,8.33,8.33,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Frozen_Foods_SKU_006,Frozen_Foods,489.71,0.0,0,None,8.47,8.47,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Frozen_Foods_SKU_007,Frozen_Foods,772.95,0.0,0,None,3.59,3.59,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Frozen_Foods_SKU_008,Frozen_Foods,788.2,0.0,0,None,11.69,11.69,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Frozen_Foods_SKU_009,Frozen_Foods,428.75,0.0,0,None,5.74,5.74,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Frozen_Foods_SKU_010,Frozen_Foods,621.54,0.0,0,None,9.16,9.16,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Bakery_SKU_001,Bakery,1340.88,0.0,1,Bundle,3.42,2.49,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Bakery_SKU_002,Bakery,1001.02,0.0,0,None,2.76,2.76,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Bakery_SKU_003,Bakery,810.5,0.0,0,None,4.44,4.44,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Bakery_SKU_004,Bakery,1140.1,0.0,1,Discount,4.84,3.52,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Bakery_SKU_005,Bakery,532.8,0.082,0,None,6.6,6.6,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Bakery_SKU_006,Bakery,943.44,0.0,0,None,9.77,9.77,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Bakery_SKU_007,Bakery,1893.41,0.0,1,BOGO,9.55,4.78,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Bakery_SKU_008,Bakery,866.86,0.0,0,None,6.98,6.98,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Bakery_SKU_009,Bakery,437.76,0.0,0,None,3.16,3.16,28.2,0.0,1,-148,1,Memorial_Day
2022-01-02,Bakery_SKU_010,Bakery,786.5,0.0,1,Discount,2.84,2.49,28.2,0.0,1,-148,1,Memorial_Day
2022-01-03,Beverages_SKU_001,Beverages,917.45,0.0,1,Discount,4.25,3.51,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Beverages_SKU_002,Beverages,487.8,0.0,0,None,6.39,6.39,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Beverages_SKU_003,Beverages,408.48,0.0,0,None,2.94,2.94,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Beverages_SKU_004,Beverages,529.4,0.0,0,None,2.35,2.35,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Beverages_SKU_005,Beverages,593.13,0.0,0,None,5.61,5.61,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Beverages_SKU_006,Beverages,895.86,0.0,1,Discount,2.12,1.65,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Beverages_SKU_007,Beverages,370.58,0.0,0,None,6.99,6.99,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Beverages_SKU_008,Beverages,322.85,0.0,0,None,3.09,3.09,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Beverages_SKU_009,Beverages,306.57,0.349,0,None,3.83,3.83,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Beverages_SKU_010,Beverages,469.66,0.0,0,None,4.59,4.59,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Frozen_Foods_SKU_001,Frozen_Foods,242.37,0.0,0,None,8.51,8.51,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Frozen_Foods_SKU_002,Frozen_Foods,391.89,0.0,0,None,5.63,5.63,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Frozen_Foods_SKU_003,Frozen_Foods,495.98,0.0,0,None,7.1,7.1,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Frozen_Foods_SKU_004,Frozen_Foods,672.99,0.0,1,Bundle,4.8,3.88,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Frozen_Foods_SKU_005,Frozen_Foods,307.31,0.0,0,None,8.33,8.33,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Frozen_Foods_SKU_006,Frozen_Foods,329.32,0.0,0,None,8.47,8.47,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Frozen_Foods_SKU_007,Frozen_Foods,545.0,0.0,0,None,3.59,3.59,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Frozen_Foods_SKU_008,Frozen_Foods,501.16,0.0,0,None,11.69,11.69,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Frozen_Foods_SKU_009,Frozen_Foods,319.68,0.0,0,None,5.74,5.74,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Frozen_Foods_SKU_010,Frozen_Foods,390.6,0.0,0,None,9.16,9.16,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Bakery_SKU_001,Bakery,520.62,0.0,0,None,3.42,3.42,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Bakery_SKU_002,Bakery,371.95,0.425,0,None,2.76,2.76,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Bakery_SKU_003,Bakery,535.17,0.0,0,None,4.44,4.44,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Bakery_SKU_004,Bakery,424.09,0.0,0,None,4.84,4.84,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Bakery_SKU_005,Bakery,373.46,0.0,0,None,6.6,6.6,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Bakery_SKU_006,Bakery,569.56,0.0,0,None,9.77,9.77,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Bakery_SKU_007,Bakery,656.7,0.0,0,None,9.55,9.55,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Bakery_SKU_008,Bakery,708.4,0.0,0,None,6.98,6.98,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Bakery_SKU_009,Bakery,682.31,0.0,1,Bundle,3.16,2.65,39.2,0.0,1,-147,2,Memorial_Day
2022-01-03,Bakery_SKU_010,Bakery,996.75,0.0,1,Discount,2.84,1.72,39.2,0.0,1,-147,2,Memorial_Day
2022-01-04,Beverages_SKU_001,Beverages,496.76,0.0,0,None,4.25,4.25,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Beverages_SKU_002,Beverages,435.71,0.0,0,None,6.39,6.39,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Beverages_SKU_003,Beverages,294.3,0.112,0,None,2.94,2.94,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Beverages_SKU_004,Beverages,471.12,0.0,0,None,2.35,2.35,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Beverages_SKU_005,Beverages,505.84,0.0,0,None,5.61,5.61,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Beverages_SKU_006,Beverages,415.8,0.198,0,None,2.12,2.12,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Beverages_SKU_007,Beverages,347.3,0.0,0,None,6.99,6.99,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Beverages_SKU_008,Beverages,355.94,0.0,0,None,3.09,3.09,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Beverages_SKU_009,Beverages,395.84,0.146,0,None,3.83,3.83,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Beverages_SKU_010,Beverages,536.6,0.0,1,Discount,4.59,3.64,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Frozen_Foods_SKU_001,Frozen_Foods,240.37,0.0,0,None,8.51,8.51,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Frozen_Foods_SKU_002,Frozen_Foods,389.83,0.0,0,None,5.63,5.63,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Frozen_Foods_SKU_003,Frozen_Foods,560.72,0.0,0,None,7.1,7.1,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Frozen_Foods_SKU_004,Frozen_Foods,490.82,0.0,0,None,4.8,4.8,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Frozen_Foods_SKU_005,Frozen_Foods,369.78,0.0,1,Discount,8.33,6.56,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Frozen_Foods_SKU_006,Frozen_Foods,349.72,0.0,0,None,8.47,8.47,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Frozen_Foods_SKU_007,Frozen_Foods,486.66,0.0,0,None,3.59,3.59,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Frozen_Foods_SKU_008,Frozen_Foods,498.3,0.0,0,None,11.69,11.69,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Frozen_Foods_SKU_009,Frozen_Foods,282.8,0.0,0,None,5.74,5.74,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Frozen_Foods_SKU_010,Frozen_Foods,403.77,0.0,0,None,9.16,9.16,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Bakery_SKU_001,Bakery,610.66,0.0,1,Discount,3.42,2.94,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Bakery_SKU_002,Bakery,659.24,0.0,0,None,2.76,2.76,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Bakery_SKU_003,Bakery,1301.46,0.0,1,BOGO,4.44,2.22,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Bakery_SKU_004,Bakery,563.52,0.0,0,None,4.84,4.84,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Bakery_SKU_005,Bakery,287.03,0.134,0,None,6.6,6.6,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Bakery_SKU_006,Bakery,1000.92,0.0,1,Discount,9.77,7.77,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Bakery_SKU_007,Bakery,603.88,0.0,0,None,9.55,9.55,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Bakery_SKU_008,Bakery,675.4,0.0,0,None,6.98,6.98,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Bakery_SKU_009,Bakery,309.5,0.0,0,None,3.16,3.16,31.3,0.0,1,-146,3,Memorial_Day
2022-01-04,Bakery_SKU_010,Bakery,416.54,0.0,0,None,2.84,2.84,31.3,0.0,1,-146,3,Memorial_Day
2022-01-05,Beverages_SKU_001,Beverages,621.92,0.0,1,Discount,4.25,3.66,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Beverages_SKU_002,Beverages,438.56,0.0,0,None,6.39,6.39,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Beverages_SKU_003,Beverages,308.28,0.0,0,None,2.94,2.94,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Beverages_SKU_004,Beverages,505.05,0.0,0,None,2.35,2.35,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Beverages_SKU_005,Beverages,452.4,0.0,0,None,5.61,5.61,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Beverages_SKU_006,Beverages,529.82,0.0,0,None,2.12,2.12,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Beverages_SKU_007,Beverages,241.61,0.237,0,None,6.99,6.99,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Beverages_SKU_008,Beverages,348.12,0.0,0,None,3.09,3.09,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Beverages_SKU_009,Beverages,432.91,0.0,0,None,3.83,3.83,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Beverages_SKU_010,Beverages,370.23,0.0,0,None,4.59,4.59,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Frozen_Foods_SKU_001,Frozen_Foods,225.7,0.0,0,None,8.51,8.51,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Frozen_Foods_SKU_002,Frozen_Foods,392.5,0.0,0,None,5.63,5.63,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Frozen_Foods_SKU_003,Frozen_Foods,530.96,0.0,0,None,7.1,7.1,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Frozen_Foods_SKU_004,Frozen_Foods,354.11,0.0,0,None,4.8,4.8,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Frozen_Foods_SKU_005,Frozen_Foods,224.44,0.158,0,None,8.33,8.33,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Frozen_Foods_SKU_006,Frozen_Foods,355.12,0.0,0,None,8.47,8.47,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Frozen_Foods_SKU_007,Frozen_Foods,621.5,0.0,0,None,3.59,3.59,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Frozen_Foods_SKU_008,Frozen_Foods,602.55,0.0,0,None,11.69,11.69,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Frozen_Foods_SKU_009,Frozen_Foods,293.86,0.0,0,None,5.74,5.74,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Frozen_Foods_SKU_010,Frozen_Foods,433.16,0.0,0,None,9.16,9.16,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Bakery_SKU_001,Bakery,590.5,0.0,0,None,3.42,3.42,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Bakery_SKU_002,Bakery,605.53,0.0,0,None,2.76,2.76,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Bakery_SKU_003,Bakery,530.04,0.0,0,None,4.44,4.44,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Bakery_SKU_004,Bakery,507.4,0.0,0,None,4.84,4.84,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Bakery_SKU_005,Bakery,350.3,0.0,0,None,6.6,6.6,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Bakery_SKU_006,Bakery,563.96,0.0,0,None,9.77,9.77,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Bakery_SKU_007,Bakery,690.88,0.0,0,None,9.55,9.55,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Bakery_SKU_008,Bakery,543.39,0.0,0,None,6.98,6.98,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Bakery_SKU_009,Bakery,407.11,0.0,0,None,3.16,3.16,44.0,0.0,1,-145,4,Memorial_Day
2022-01-05,Bakery_SKU_010,Bakery,362.99,0.0,0,None,2.84,2.84,44.0,0.0,1,-145,4,Memorial_Day
2022-01-06,Beverages_SKU_001,Beverages,516.49,0.0,0,None,4.25,4.25,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Beverages_SKU_002,Beverages,497.85,0.0,0,None,6.39,6.39,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Beverages_SKU_003,Beverages,339.85,0.0,0,None,2.94,2.94,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Beverages_SKU_004,Beverages,601.88,0.0,0,None,2.35,2.35,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Beverages_SKU_005,Beverages,424.11,0.0,0,None,5.61,5.61,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Beverages_SKU_006,Beverages,527.49,0.0,0,None,2.12,2.12,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Beverages_SKU_007,Beverages,383.71,0.0,0,None,6.99,6.99,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Beverages_SKU_008,Beverages,659.43,0.0,1,Bundle,3.09,2.36,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Beverages_SKU_009,Beverages,441.65,0.0,0,None,3.83,3.83,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Beverages_SKU_010,Beverages,382.0,0.0,0,None,4.59,4.59,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Frozen_Foods_SKU_001,Frozen_Foods,349.57,0.0,0,None,8.51,8.51,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Frozen_Foods_SKU_002,Frozen_Foods,393.73,0.0,0,None,5.63,5.63,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Frozen_Foods_SKU_003,Frozen_Foods,459.08,0.0,0,None,7.1,7.1,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Frozen_Foods_SKU_004,Frozen_Foods,446.43,0.0,0,None,4.8,4.8,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Frozen_Foods_SKU_005,Frozen_Foods,310.27,0.0,0,None,8.33,8.33,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Frozen_Foods_SKU_006,Frozen_Foods,259.56,0.0,0,None,8.47,8.47,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Frozen_Foods_SKU_007,Frozen_Foods,533.77,0.0,0,None,3.59,3.59,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Frozen_Foods_SKU_008,Frozen_Foods,639.07,0.0,0,None,11.69,11.69,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Frozen_Foods_SKU_009,Frozen_Foods,311.36,0.0,0,None,5.74,5.74,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Frozen_Foods_SKU_010,Frozen_Foods,445.58,0.0,0,None,9.16,9.16,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Bakery_SKU_001,Bakery,521.99,0.0,0,None,3.42,3.42,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Bakery_SKU_002,Bakery,644.66,0.0,0,None,2.76,2.76,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Bakery_SKU_003,Bakery,566.7,0.0,0,None,4.44,4.44,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Bakery_SKU_004,Bakery,476.16,0.0,0,None,4.84,4.84,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Bakery_SKU_005,Bakery,434.08,0.0,0,None,6.6,6.6,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Bakery_SKU_006,Bakery,710.38,0.0,0,None,9.77,9.77,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Bakery_SKU_007,Bakery,552.01,0.0,0,None,9.55,9.55,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Bakery_SKU_008,Bakery,783.81,0.0,0,None,6.98,6.98,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Bakery_SKU_009,Bakery,365.19,0.273,0,None,3.16,3.16,35.4,0.0,1,-144,5,Memorial_Day
2022-01-06,Bakery_SKU_010,Bakery,486.08,0.0,0,None,2.84,2.84,35.4,0.0,1,-144,5,Memorial_Day
2022-01-07,Beverages_SKU_001,Beverages,619.57,0.0,0,None,4.25,4.25,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Beverages_SKU_002,Beverages,576.43,0.0,0,None,6.39,6.39,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Beverages_SKU_003,Beverages,467.71,0.0,0,None,2.94,2.94,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Beverages_SKU_004,Beverages,841.39,0.0,0,None,2.35,2.35,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Beverages_SKU_005,Beverages,1095.89,0.0,1,Discount,5.61,3.7,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Beverages_SKU_006,Beverages,763.77,0.0,0,None,2.12,2.12,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Beverages_SKU_007,Beverages,455.97,0.0,0,None,6.99,6.99,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Beverages_SKU_008,Beverages,431.48,0.0,0,None,3.09,3.09,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Beverages_SKU_009,Beverages,473.27,0.0,0,None,3.83,3.83,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Beverages_SKU_010,Beverages,467.94,0.0,0,None,4.59,4.59,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Frozen_Foods_SKU_001,Frozen_Foods,369.9,0.102,0,None,8.51,8.51,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Frozen_Foods_SKU_002,Frozen_Foods,612.88,0.0,0,None,5.63,5.63,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Frozen_Foods_SKU_003,Frozen_Foods,680.36,0.0,0,None,7.1,7.1,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Frozen_Foods_SKU_004,Frozen_Foods,395.42,0.243,0,None,4.8,4.8,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Frozen_Foods_SKU_005,Frozen_Foods,346.79,0.0,0,None,8.33,8.33,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Frozen_Foods_SKU_006,Frozen_Foods,448.84,0.0,0,None,8.47,8.47,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Frozen_Foods_SKU_007,Frozen_Foods,594.65,0.0,0,None,3.59,3.59,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Frozen_Foods_SKU_008,Frozen_Foods,590.15,0.0,0,None,11.69,11.69,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Frozen_Foods_SKU_009,Frozen_Foods,193.53,0.427,0,None,5.74,5.74,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Frozen_Foods_SKU_010,Frozen_Foods,479.58,0.141,0,None,9.16,9.16,37.0,0.0,1,-143,6,Memorial_Day
2022-01-07,Bakery_SKU_001,Bakery,649.93,0.0,0,None,3.42,3.42,37.0,0.0,1,-143,6,Memorial_Day
