category,date,sales,oos_loss_share,avg_discount_pct,base_price,final_price,temperature,precipitation,holiday_flag,days_to_holiday,days_from_holiday,holiday_name,promo_intensity,promo_flag,oos_adjusted_sales,day_of_week,week_of_year,month,day_of_year,week_of_month,is_weekend,day_of_week_sin,day_of_week_cos,week_of_year_sin,week_of_year_cos,month_sin,month_cos,day_of_year_sin,day_of_year_cos,oos_lag_7,lag_7,lag_14,lag_28,lag_364,rolling_mean_7,rolling_mean_28,rolling_mean_364,promo_lag_7,days_since_promo,is_pre_holiday,is_holiday_peak,is_post_holiday,temp_rolling_avg_14,temp_deviation,is_extreme_cold,is_extreme_hot,heavy_precip_flag
Bakery,2022-01-22,12589.24,0.0,0.0775334477399658,5.998720836206158,5.336142475637926,33.4,0.0,0,-128,21,Memorial_Day,0.33593370211386864,1,12589.24,5,3,1,22,4,1,-0.9749279121818236,-0.2225209339563146,0.3546048870425356,0.9350162426854148,0.49999999999999994,0.8660254037844387,0.3694836834473831,0.9292372181882051,0.0,13667.07,10877.173078894088,,,9365.794479070317,,,0.2478607338661469,3,0,0,0,34.41428571428571,-1.0142857142857125,1,0,0
Bakery,2022-01-23,11509.59,0.047695316688083585,0.13159069958182698,5.168506610574312,4.805316279728469,33.7,0.0,0,-127,22,Memorial_Day,0.26318139916365396,1,12086.037380360302,6,3,1,23,4,1,-0.7818314824680299,0.6234898018587334,0.3546048870425356,0.9350162426854148,0.49999999999999994,0.8660254037844387,0.38541335945432564,0.9227440286201427,0.029346968688739813,11456.823026635093,10596.95947314691,,,9455.682243888205,,,0.19003471035735484,1,0,0,0,35.285714285714285,-1.5857142857142819,1,0,0
Bakery,2022-01-24,8304.52,0.023542694821615216,0.10334432333235394,5.456179092831374,4.997330297235722,41.8,0.0,0,-126,23,Memorial_Day,0.20668864666470788,1,8504.744606814,0,4,1,24,4,0,0.0,1.0,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,0.4012289854475009,0.9159777842484877,0.018248275059820022,7530.427308849873,9166.82120496777,,,9594.87042931165,,,0.0,1,0,0,0,35.642857142857146,6.157142857142851,0,0,0
Bakery,2022-01-25,8471.81,0.0,0.10756518801094901,5.336014818557073,4.970138164099525,40.3,0.0,0,-125,24,Memorial_Day,0.28642639530395514,1,8471.81,1,4,1,25,4,0,0.7818314824680298,0.6234898018587336,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,0.4169258813287287,0.908940487313808,0.008903140823305056,7364.931018007245,7277.58,,,9752.995998167757,,,0.12849208697748843,1,0,0,0,36.35,3.9499999999999957,0,0,0
Bakery,2022-01-26,7881.62,0.0,0.037657626149853025,5.449714056247319,5.3209249748148215,34.4,0.0,0,-124,25,Memorial_Day,0.14975474585174114,0,7881.62,2,4,1,26,4,0,0.9749279121818236,-0.22252093395631434,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,0.4324994021339788,0.901634220265486,0.0,9154.62,8160.55,,,9571.138855310614,,,0.34193227026353906,1,0,0,0,36.892857142857146,-2.4928571428571473,0,0,0
Bakery,2022-01-27,8345.43,0.0,0.021667342622158536,5.606924124940236,5.538455322254215,25.3,0.0,0,-123,26,Memorial_Day,0.1037406101303348,0,8345.43,3,4,1,27,4,0,0.43388373911755823,-0.900968867902419,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,0.44794493940789115,0.8940611451454876,0.0,7717.8099999999995,7680.65,,,9660.798855310613,,,0.0,2,0,0,0,36.54285714285714,-11.242857142857137,1,0,0
Bakery,2022-01-28,11306.01,0.013099330356155712,0.1175013889731625,5.693050952546478,5.066063182325154,27.7,0.0,0,-122,27,Memorial_Day,0.4025947261677638,1,11456.076936375115,4,4,1,28,4,0,-0.433883739117558,-0.9009688679024191,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,0.4632579225674917,0.88622350294858,0.0,9746.71,11318.536005226733,,,9904.99413193563,9427.088699607333,,0.10091918195986134,3,0,0,0,35.66428571428571,-7.964285714285712,1,0,0
Bakery,2022-01-29,12916.53,0.0,0.05569351012699621,5.4292109722967385,5.203301289123316,41.6,0.0,0,-121,28,Memorial_Day,0.3804791224887799,1,12916.53,5,4,1,29,5,1,-0.9749279121818236,-0.2225209339563146,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,0.4784338202547012,0.8781236129591848,0.0,12589.24,13667.07,23405.48,,9951.749846221344,9052.483342464473,,0.33593370211386864,1,0,0,0,36.97142857142857,4.628571428571433,0,0,0
Bakery,2022-01-30,13653.98,0.0,0.17579080696694063,5.918610807984192,4.796233881988988,33.6,0.0,0,-120,29,Memorial_Day,0.45208942740504965,1,13653.98,6,4,1,30,5,1,-0.7818314824680299,0.6234898018587334,0.4647231720437685,0.8854560256532099,0.49999999999999994,0.8660254037844387,0.49346814167723735,0.8697638720650646,0.047695316688083585,12086.037380360302,11456.823026635093,9797.15618739817,,10175.741649027015,9190.227050057398,,0.26318139916365396,1,0,0,0,36.67142857142857,-3.0714285714285694,1,0,0
Bakery,2022-01-31,8166.25,0.0,0.04025182175342898,5.675087488137149,5.409425464564518,40.5,0.0,0,-119,30,Memorial_Day,0.13485381907240165,0,8166.25,0,5,1,31,5,0,0.0,1.0,0.5680647467311558,0.8229838658936564,0.49999999999999994,0.8660254037844387,0.5083564379375122,0.8611467540480452,0.023542694821615216,8504.744606814,7530.427308849873,6001.487481493461,,10127.385276625017,9267.539997146916,,0.20668864666470788,1,0,0,0,36.15,4.350000000000001,0,0,0
Bakery,2022-02-01,8220.44,0.0,0.0392409714779174,5.713812715621062,5.439910734705198,43.2,0.0,0,-118,31,Memorial_Day,0.1755781928947842,0,8220.44,1,5,2,32,1,0,0.7818314824680298,0.6234898018587336,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5230943033491326,0.8522748088519838,0.0,8471.81,7364.931018007245,6466.843537874911,,10091.475276625017,9330.168442222812,,0.28642639530395514,2,0,0,0,36.942857142857136,6.257142857142867,0,0,0
Bakery,2022-02-02,8864.27,0.058536075728740214,0.16399489185234656,5.355708704721314,4.709982435101819,32.9,0.0,0,-117,32,Memorial_Day,0.3279897837046931,1,9415.411224451738,2,5,2,33,1,0,0.9749279121818236,-0.22252093395631434,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5376773767406141,0.8431506618282,0.0,7881.62,9154.62,5152.1,,10310.58830868955,9482.429557381804,,0.14975474585174114,3,0,0,0,36.16428571428572,-3.2642857142857196,1,0,0
Bakery,2022-02-03,7786.74,0.031238401436287845,0.016235519890467478,5.313738689104811,5.262434446250935,42.8,0.17,0,-116,33,Memorial_Day,0.09161471938192363,0,8037.828926688089,3,5,2,34,1,0,0.43388373911755823,-0.900968867902419,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5521013427459208,0.8337770129585915,0.0,8345.43,7717.8099999999995,5642.5835199864705,,10266.645298216421,9567.974036192576,,0.1037406101303348,1,0,0,0,37.31428571428571,5.4857142857142875,0,0,0
Bakery,2022-02-04,11381.11,0.0,0.07191701474701559,5.841634181551712,5.316850078770875,39.3,0.35,0,-115,34,Memorial_Day,0.36250594186331553,1,11381.11,4,5,2,35,1,0,-0.433883739117558,-0.9009688679024191,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5663619330814524,0.8241566360566663,0.013099330356155712,11456.076936375115,9746.71,6441.212822975147,,10255.93573587712,9744.398935372035,,0.4025947261677638,2,0,0,0,36.464285714285715,2.835714285714282,0,0,1
Bakery,2022-02-05,15845.43,0.0,0.20469992884171118,5.614827600134549,4.432163759519305,50.4,0.0,0,-114,35,Memorial_Day,0.6446944008461746,1,15845.43,5,5,2,36,1,1,-0.9749279121818236,-0.2225209339563146,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.580454927809098,0.8142923779467267,0.0,12916.53,12589.24,10877.173078894088,,10674.350021591405,9921.836682554389,,0.3804791224887799,1,0,0,0,37.67857142857143,12.721428571428568,0,0,0
Bakery,2022-02-06,14318.76,0.0,0.1970069980553665,5.139974103902853,4.389695301827813,39.6,0.0,0,-113,36,Memorial_Day,0.5137120812137363,1,14318.76,6,5,2,37,1,1,-0.7818314824680299,0.6234898018587334,0.5680647467311558,0.8229838658936564,0.8660254037844386,0.5000000000000001,0.5943761565849831,0.804187157621448,0.0,13653.98,12086.037380360302,10596.95947314691,,10769.318593019978,10054.758129941998,,0.45208942740504965,1,0,0,0,38.1,1.5,0,0,0
Bakery,2022-02-07,7681.530000000001,0.0,0.0,5.6041210019358125,5.6041210019358125,43.4,0.0,0,-112,37,Memorial_Day,0.0,0,7681.530000000001,0,6,2,38,1,0,0.0,1.0,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,0.6081214998935418,0.7938439653781019,0.0,8166.25,8504.744606814,9166.82120496777,,10700.072878734263,10001.712015478863,,0.13485381907240165,1,0,0,0,38.214285714285715,5.185714285714283,0,0,0
Bakery,2022-02-08,7750.4,0.01867523224607762,0.05845010527281595,5.523944235136251,5.324044875103221,29.1,0.0,0,-111,38,Memorial_Day,0.15991948802642444,0,7897.895023825074,1,6,2,39,2,0,0.7818314824680298,0.6234898018587336,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,0.6216868902665479,0.7832658619336791,0.0,8220.44,8471.81,7277.58,,10653.995024994987,10023.866123472617,,0.1755781928947842,2,0,0,0,37.41428571428571,-8.31428571428571,1,0,0
Bakery,2022-02-09,7833.51,0.05766285866744283,0.02851303370653605,5.749141291707039,5.550120316435417,45.4,0.0,0,-110,39,Memorial_Day,0.12757754825103945,0,8312.852859564304,2,6,2,40,2,0,0.9749279121818236,-0.22252093395631434,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,0.6350683134867438,0.7724559775191742,0.058536075728740214,9415.411224451738,7881.62,8160.55,,10496.486687153925,10029.3055113142,,0.3279897837046931,3,0,0,0,38.199999999999996,7.200000000000003,0,0,0
Bakery,2022-02-10,8539.47,0.0,0.03460648381024,5.716591380963924,5.488188587816339,34.2,0.0,0,-109,40,Memorial_Day,0.11477527293848448,0,8539.47,3,6,2,41,2,0,0.43388373911755823,-0.900968867902419,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,0.6482618097757122,0.7614175109532997,0.031238401436287845,8037.828926688089,8345.43,7680.65,,10568.149697627056,10059.97765417134,,0.09161471938192363,4,0,0,0,38.83571428571429,-4.635714285714286,1,0,0
Bakery,2022-02-11,10479.78,0.04149774804432917,0.07986611698366168,5.612599882821967,5.371851136187973,36.2,0.07,0,-108,41,Memorial_Day,0.1965938216260265,0,10933.495438970209,4,6,2,42,2,0,-0.433883739117558,-0.9009688679024191,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,0.6612634749656386,0.7501537286959042,0.0,11381.11,11456.076936375115,11318.536005226733,,10504.204760337085,10046.226205376466,,0.36250594186331553,5,0,0,0,39.442857142857136,-3.242857142857133,0,0,0
Bakery,2022-02-12,11061.95,0.046971158792075536,0.02766259178600584,5.376084614376308,5.253262706846442,38.7,0.0,0,-107,42,Memorial_Day,0.14978281406081206,0,11607.151349144313,5,6,2,43,2,1,-0.9749279121818236,-0.2225209339563146,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,0.6740694616546161,0.7386679638813748,0.0,15845.43,12916.53,13667.07,,9898.736381643414,9972.657682131618,,0.6446944008461746,6,0,0,0,39.23571428571428,-0.5357142857142776,0,0,0
Bakery,2022-02-13,14293.59,0.015171336941943905,0.22864102972948103,5.898004658032026,4.429202789502147,34.0,0.0,0,-106,43,Memorial_Day,0.5025896223412033,1,14513.783499777552,6,6,2,44,2,1,-0.7818314824680299,0.6234898018587334,0.6631226582407952,0.7485107481711011,0.8660254037844386,0.5000000000000001,0.6866759803451553,0.726963615332308,0.0,14318.76,13653.98,11456.823026635093,,9926.596881611636,10081.834841886706,,0.5137120812137363,7,0,0,0,39.26428571428571,-5.2642857142857125,1,0,0
Bakery,2022-02-14,8549.65,0.0,0.028810414925051216,5.545101963238262,5.417183720971034,59.8,0.0,0,-105,44,Memorial_Day,0.1405694969969531,0,8549.65,0,7,2,45,2,0,0.0,1.0,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,0.6990793005655562,0.7150441465537444,0.0,7681.530000000001,8166.25,7530.427308849873,,10050.61402446878,10118.235652284926,,0.0,1,0,0,0,40.642857142857146,19.15714285714285,0,0,0
Bakery,2022-02-15,8897.82,0.014819227631037712,0.11657855519666616,5.29340809321834,4.8947094344457405,36.8,0.0,0,-104,45,Memorial_Day,0.2331571103933323,1,9031.662258901311,1,7,2,46,3,0,0.7818314824680298,0.6234898018587336,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,0.7112757519738152,0.7029130847082615,0.01867523224607762,7897.895023825074,8220.44,7364.931018007245,,10212.580772336814,10177.761768031141,,0.15991948802642444,2,0,0,0,40.18571428571429,-3.3857142857142932,0,0,0
Bakery,2022-02-16,7320.64,0.0,0.0,5.519552129322026,5.519552129322026,39.7,0.0,0,-103,46,Memorial_Day,0.0,0,7320.64,2,7,2,47,3,0,0.9749279121818236,-0.22252093395631434,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,0.7232617254437388,0.6905740195722294,0.05766285866744283,8312.852859564304,9415.411224451738,9154.62,,10070.836078113342,10112.262482316857,,0.12757754825103945,1,0,0,0,40.67142857142857,-0.971428571428568,0,0,0
Bakery,2022-02-17,9489.31,0.0,0.09348542465439962,5.62317548905031,5.026631156532982,42.8,0.0,0,-102,47,Memorial_Day,0.3014328755199272,1,9489.31,3,7,2,48,3,0,0.43388373911755823,-0.900968867902419,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,0.7350336741329412,0.6780306024735382,0.0,8539.47,8037.828926688089,7717.8099999999995,,10206.52750668477,10175.530339459714,,0.11477527293848448,2,0,0,0,40.67142857142857,2.1285714285714263,0,0,0
Bakery,2022-02-18,9538.08,0.0,0.0,5.584774053058896,5.584774053058896,47.0,0.0,0,-101,48,Memorial_Day,0.0,0,9538.08,4,7,2,49,3,0,-0.433883739117558,-0.9009688679024191,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,0.746588114532413,0.6652865452111116,0.04149774804432917,10933.495438970209,11381.11,9746.71,,10007.18244397474,10168.079268031142,,0.1965938216260265,1,0,0,0,41.221428571428575,5.778571428571425,0,0,0
Bakery,2022-02-19,13660.09,0.0,0.0850296772186904,5.291815200339091,5.057133291215505,49.3,0.0,0,-100,49,Memorial_Day,0.23947133584039343,1,13660.09,5,7,2,50,3,1,-0.9749279121818236,-0.2225209339563146,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,0.7579216274973472,0.6523456189565257,0.046971158792075536,11607.151349144313,15845.43,12589.24,,10300.45939409698,10206.323910888286,,0.14978281406081206,2,0,0,0,41.142857142857146,8.157142857142851,0,0,0
Bakery,2022-02-20,12116.01,0.0,0.038458235042754224,5.8437968357569865,5.627584138672715,46.4,0.0,0,-99,50,Memorial_Day,0.21221837882273123,1,12116.01,6,7,2,51,3,1,-0.7818314824680299,0.6234898018587334,0.7485107481711011,0.6631226582407953,0.8660254037844386,0.5000000000000001,0.7690308592589181,0.6392116531380588,0.015171336941943905,14513.783499777552,14318.76,12086.037380360302,,9957.920322700187,10207.394361589702,,0.5025896223412033,1,0,0,0,41.62857142857143,4.771428571428565,0,0,0
Bakery,2022-02-21,8158.4,0.0,0.0,5.607001127672093,5.607001127672093,37.4,0.0,0,-98,51,Memorial_Day,0.0,0,8158.4,0,8,2,52,3,0,0.0,1.0,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,0.7799125224167177,0.6258885343075018,0.0,8549.65,7681.530000000001,8504.744606814,,9902.02746555733,10195.024911346347,,0.1405694969969531,1,0,0,0,41.2,-3.8000000000000043,0,0,0
Bakery,2022-02-22,7250.08,0.019068562002074456,0.0,5.708167206430827,5.708167206430827,41.9,0.0,0,-97,52,Memorial_Day,0.0,0,7391.016047765136,1,8,2,53,4,0,0.7818314824680298,0.6234898018587336,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,0.7905633969115482,0.612380204990065,0.014819227631037712,9031.662258901311,7897.895023825074,8471.81,,9667.64943539502,10156.42512733796,,0.2331571103933323,2,0,0,0,42.114285714285714,-0.2142857142857153,0,0,0
Bakery,2022-02-23,8653.11,0.010550712980650889,0.07415346757285853,5.633106617158456,5.238042969521942,44.1,0.0,0,-96,53,Memorial_Day,0.34337018713503004,1,8745.379994225803,2,8,2,54,4,0,0.9749279121818236,-0.22252093395631434,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,0.8009803309782905,0.5986906625177214,0.0,7320.64,8312.852859564304,7881.62,,9871.18372028442,10187.27369856031,,0.0,3,0,0,0,42.02142857142858,2.078571428571422,0,0,0
Bakery,2022-02-24,8410.1,0.0015891808658636637,0.0,5.703142102947647,5.703142102947647,47.4,0.0,0,-95,54,Memorial_Day,0.0,0,8423.48644347984,3,8,2,55,4,0,0.43388373911755823,-0.900968867902419,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,0.8111602420785621,0.5848239578463322,0.0,9489.31,8539.47,8345.43,,9718.923212210111,10190.06142868459,,0.3014328755199272,1,0,0,0,42.964285714285715,4.435714285714283,0,0,0
Bakery,2022-02-25,11882.81,0.0,0.09106427046423073,6.069333162778838,5.355904234772752,41.0,0.0,0,-94,55,Memorial_Day,0.324892849418614,1,11882.81,4,8,2,56,4,0,-0.433883739117558,-0.9009688679024191,0.8229838658936564,0.5680647467311559,0.8660254037844386,0.5000000000000001,0.8211001178128892,0.5707841943569036,0.0,9538.08,10933.495438970209,11456.076936375115,,10053.88464078154,10205.301895242621,,0.0,2,0,0,0,43.30714285714286,-2.307142857142857,0,0,0
